"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"10238",329047,"John Quincy Adams (Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"December",2009,"Marvel"
"10239",736811,"Kermit Roosevelt (Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"October",2009,"Marvel"
"10240",239182,"Killyu (Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",2,"March",2009,"Marvel"
"10241",266020,"Kingmaker (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,"September",2009,"Marvel"
"10242",260366,"Matu Makalani (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"April",2009,"Marvel"
"10243",315882,"Mike Nero (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,"November",2009,"Marvel"
"10244",682479,"Mrs. Zeke (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Deceased Characters",2,"January",2009,"Marvel"
"10245",300931,"Naomi Ward (Earth-616)","No Dual Identity","Neutral Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,"January",2009,"Marvel"
"10246",509100,"Nyssa (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",2,"February",2009,"Marvel"
"10247",707668,"Sally (Legion Personality) (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",2,"September",2009,"Marvel"
"10248",424990,"Sean Madrox (Earth-616)","Secret Identity","Good Characters","Green Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"March",2009,"Marvel"
"10249",547957,"Shoji Soma (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"May",2009,"Marvel"
"10250",208697,"Suki Yumiko (Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Female Characters",FALSE,"Deceased Characters",2,"April",2009,"Marvel"
"10251",505971,"Tulem (Earth-616)","Public Identity","Good Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,"August",2009,"Marvel"
"10252",188942,"Unum (Earth-616)","Secret Identity","Bad Characters","White Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,"February",2009,"Marvel"
"10253",114052,"Warren Worthington (Earth-616)",NA,"Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"July",2009,"Marvel"
"10254",269090,"Yao (Dragon) (Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",2,"October",2009,"Marvel"
"10255",250659,"Yoshio Kannabe (Earth-616)","Secret Identity",NA,"Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"February",2009,"Marvel"
"10256",666200,"Akeja (Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",2,"March",2010,"Marvel"
"10257",425354,"Awareness (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"June",2010,"Marvel"
"10258",309814,"Baroshtok (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,NA,FALSE,"Living Characters",2,"February",2010,"Marvel"
"10259",716571,"Ben Morse (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,"September",2010,"Marvel"
"10260",345292,"Borgia Omega (Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",2,"September",2010,"Marvel"
"10261",743361,"Brian King (Earth-616)","No Dual Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2010,"Marvel"
"10262",499691,"Celestial Madonna (Earth-616)","Secret Identity","Neutral Characters","Red Eyes",NA,"Female Characters",FALSE,"Deceased Characters",2,"June",2010,"Marvel"
"10263",473753,"Dal Damoc (Earth-616)","Public Identity","Neutral Characters","Orange Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,"May",2010,"Marvel"
"10264",387821,"Detlef Metzger (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,"November",2010,"Marvel"
"10265",594215,"Fex (Earth-616)","Public Identity","Bad Characters","Yellow Eyes","Red Hair","Male Characters",FALSE,"Living Characters",2,"November",2010,"Marvel"
"10266",389402,"General Combest (Earth-616)","Public Identity","Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"September",2010,"Marvel"
"10267",748570,"Geryon (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"August",2010,"Marvel"
"10268",503633,"Ignacio Alvarez (Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"October",2010,"Marvel"
"10269",664977,"Jarhead (Earth-616)",NA,NA,NA,NA,NA,FALSE,"Living Characters",2,"February",2010,"Marvel"
"10270",336063,"Jasper Bateman (Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"July",2010,"Marvel"
"10271",504452,"Kadar (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"October",2010,"Marvel"
"10272",342568,"Kaga (Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",2,"August",2010,"Marvel"
"10273",748324,"Lamia (Olympian) (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,"January",2010,"Marvel"
"10274",309817,"Laroximous Boneflayer (Earth-616)",NA,"Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2010,"Marvel"
"10275",514284,"Leonard Pimacher (Earth-616)","Public Identity","Neutral Characters","Hazel Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,"September",2010,"Marvel"
"10276",307796,"Lothithanriaxiaxus (Earth-616)","Public Identity",NA,NA,"Green Hair","Male Characters",FALSE,"Living Characters",2,"January",2010,"Marvel"
"10277",423026,"Marc Spector (Clone) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"November",2010,"Marvel"
"10278",464611,"Morda (Earth-616)","Secret Identity","Good Characters","Green Eyes","No Hair","Female Characters",FALSE,"Deceased Characters",2,"October",2010,"Marvel"
"10279",350325,"Nakh (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2010,"Marvel"
"10280",423025,"Natalia Romanova (Dr Bong Clone) (Earth-616)",NA,"Bad Characters","Green Eyes","Auburn Hair","Female Characters",FALSE,"Deceased Characters",2,"November",2010,"Marvel"
"10281",748495,"Nemean Lion (Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"June",2010,"Marvel"
"10282",505990,"Oudvrou (Earth-616)","Secret Identity","Good Characters","Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",2,"October",2010,"Marvel"
"10283",315343,"Pilli Natu (Earth-616)","Public Identity","Bad Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",2,"January",2010,"Marvel"
"10284",471980,"Samuel Ryan (Earth-616)","Public Identity","Neutral Characters","Blue Eyes","Grey Hair","Male Characters",FALSE,"Deceased Characters",2,"December",2010,"Marvel"
"10285",503629,"Sofia Alvarez (Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"October",2010,"Marvel"
"10286",640666,"Teela (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Bald","Female Characters",FALSE,"Living Characters",2,"August",2010,"Marvel"
"10287",547955,"Thomas Davidson (Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"July",2010,"Marvel"
"10288",725507,"Vincenzo Karnelli (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"March",2010,"Marvel"
"10289",326509,"Zhang Heng (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"June",2010,"Marvel"
"10290",707162,"302 (Legion Personality) (Earth-616)","Secret Identity","Neutral Characters",NA,NA,NA,FALSE,"Living Characters",2,"August",2011,"Marvel"
"10291",454319,"Albert Gaines (Zombie Clone) (Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",2,"May",2011,"Marvel"
"10292",462730,"Alturi (Earth-616)","No Dual Identity","Neutral Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",2,"August",2011,"Marvel"
"10293",750415,"Amy (Earth-616)","No Dual Identity",NA,"Green Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"September",2011,"Marvel"
"10294",566146,"Aqwen (Earth-616)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,"November",2011,"Marvel"
"10295",476641,"Benedict Ryan (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"September",2011,"Marvel"
"10296",624509,"Bleeding Image (Legion Personality) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,"July",2011,"Marvel"
"10297",431779,"Boyd Buzzard (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"April",2011,"Marvel"
"10298",431784,"Bufford Buzzard (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"April",2011,"Marvel"
"10299",521180,"Calavera (Earth-616)","Public Identity","Bad Characters","Black Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,"May",2011,"Marvel"
"10300",520775,"Captain Luna (Earth-616)","No Dual Identity",NA,"Red Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"November",2011,"Marvel"
"10301",750543,"Carlton Kilgore (Earth-616)","No Dual Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"September",2011,"Marvel"
"10302",426381,"Carrion Crow (Earth-616)","Secret Identity","Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Deceased Characters",2,"February",2011,"Marvel"
"10303",424219,"Cerez (Earth-616)",NA,"Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Living Characters",2,"February",2011,"Marvel"
"10304",426410,"Chernobog (Earth-616)","Public Identity","Bad Characters","Red Eyes",NA,"Male Characters",FALSE,"Living Characters",2,"March",2011,"Marvel"
"10305",624620,"Compass Rose (Legion Personality) (Earth-616)","Secret Identity","Neutral Characters",NA,NA,NA,FALSE,"Living Characters",2,"October",2011,"Marvel"
"10306",706535,"D.C.1. (A.I.M.) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",2,"January",2011,"Marvel"
"10307",476640,"Daniel Chilton (Earth-616)","Secret Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"September",2011,"Marvel"
"10308",422091,"Director Colvin (Earth-616)",NA,"Good Characters","Brown Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",2,"February",2011,"Marvel"
"10309",422092,"Dr. Matsuzaki (Earth-616)",NA,"Neutral Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,"February",2011,"Marvel"
"10310",751880,"Ernst Rohm (Earth-616)","Public Identity",NA,"Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,"December",2011,"Marvel"
"10311",484737,"George Stanislaus (Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"November",2011,"Marvel"
"10312",705665,"Gynt (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2011,"Marvel"
"10313",427567,"Helen Gable (Earth-616)","Public Identity","Neutral Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Living Characters",2,"January",2011,"Marvel"
"10314",705652,"Jack Gowan (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"January",2011,"Marvel"
"10315",519267,"Mainframe (android) (Earth-616)",NA,"Good Characters","Red Eyes",NA,"Male Characters",FALSE,"Deceased Characters",2,"May",2011,"Marvel"
"10316",509417,"Mokk (Earth-616)","Public Identity","Bad Characters","Orange Eyes","No Hair","Male Characters",FALSE,"Living Characters",2,"July",2011,"Marvel"
"10317",480520,"Mr. Macik (Earth-616)","Public Identity","Good Characters","Brown Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",2,"August",2011,"Marvel"
"10318",480521,"Mrs. Macik (Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"August",2011,"Marvel"
"10319",503443,"Navee Moshtaghi (Earth-616)","Public Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,"July",2011,"Marvel"
"10320",509418,"Nerkkod (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"July",2011,"Marvel"
"10321",454314,"Niko Constantin (Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"June",2011,"Marvel"
"10322",427338,"Paula Crane (Earth-616)",NA,"Bad Characters",NA,"Grey Hair","Female Characters",FALSE,"Living Characters",2,"March",2011,"Marvel"
"10323",400954,"Redshirt (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",2,"January",2011,"Marvel"
"10324",732779,"Robert Seever (Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"October",2011,"Marvel"
"10325",487110,"Sally Roland (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Deceased Characters",2,"November",2011,"Marvel"
"10326",503981,"Sigmund (Earth-616)","Public Identity","Good Characters","Brown Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,"August",2011,"Marvel"
"10327",550952,"Siri (Asgardian) (Earth-616)",NA,NA,NA,"Red Hair","Female Characters",FALSE,"Living Characters",2,"December",2011,"Marvel"
"10328",463869,"Sixth Light (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"July",2011,"Marvel"
"10329",424132,"Svetlana (Earth-616)",NA,"Good Characters","Yellow Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,"February",2011,"Marvel"
"10330",440187,"Xirdal (Earth-616)","Public Identity","Bad Characters","Yellow Eyes","No Hair","Female Characters",FALSE,"Deceased Characters",2,"January",2011,"Marvel"
"10331",471979,"Young Soo Pock (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,"May",2011,"Marvel"
"10332",420437,"Yruku (Earth-616)","Secret Identity","Neutral Characters","Yellow Eyes","Bald","Male Characters",FALSE,"Living Characters",2,"February",2011,"Marvel"
"10333",635662,"Barry Santana (Earth-616)","Secret Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2012,"Marvel"
"10334",635657,"Buzzkill (Andrew) (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"July",2012,"Marvel"
"10335",519928,"Count von Blitzkrieg (Earth-616)","Public Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",2,"February",2012,"Marvel"
"10336",635653,"Far Sight (Earth-616)","Secret Identity","Good Characters","Green Eyes","Red Hair","Male Characters",FALSE,"Deceased Characters",2,"July",2012,"Marvel"
"10337",660188,"Felipe Morales (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"October",2012,"Marvel"
"10338",519930,"Fritz Kron (Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,"February",2012,"Marvel"
"10339",571162,"General Whedon (Earth-616)","Public Identity","Neutral Characters","Hazel Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,"May",2012,"Marvel"
"10340",510303,"Ichor (Earth-616)",NA,"Neutral Characters","Blue Eyes","Bald","Male Characters",FALSE,"Living Characters",2,"April",2012,"Marvel"
"10341",570449,"Ister (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,"August",2012,"Marvel"
"10342",660199,"Jin Lee (Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,"October",2012,"Marvel"
"10343",551244,"Lord Defender (Earth-616)","Secret Identity","Good Characters","Green Eyes",NA,"Male Characters",FALSE,"Living Characters",2,"July",2012,"Marvel"
"10344",557228,"Marvin Martin (Earth-616)",NA,NA,NA,"Red Hair","Male Characters",FALSE,"Living Characters",2,"November",2012,"Marvel"
"10345",511229,"Mortimer Toynbee (Clone) (Earth-616)","Secret Identity","Bad Characters","Black Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",2,"January",2012,"Marvel"
"10346",660186,"Pablo Morales (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,"October",2012,"Marvel"
"10347",660201,"Patti Lee (Earth-616)","Secret Identity","Good Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",2,"October",2012,"Marvel"
"10348",540285,"Robyn Hood (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Red Hair","Female Characters",FALSE,"Living Characters",2,"September",2012,"Marvel"
"10349",704098,"Arranger (Scarlet Spider) (Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,"February",2013,"Marvel"
"10350",692670,"Blaze (Hobgoblin) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2013,"Marvel"
"10351",683969,"Boss Cohen (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"June",2013,"Marvel"
"10352",606318,"Crimson Commando (Freedom Force) (Earth-616)","Secret Identity","Neutral Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",2,"March",2013,"Marvel"
"10353",694309,"Devil-Spider (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2013,"Marvel"
"10354",692223,"Du Ke Feng (Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",2,"January",2013,"Marvel"
"10355",697634,"Hobgoblin (Claude) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"January",2013,"Marvel"
"10356",606303,"James Cole (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",2,"March",2013,"Marvel"
"10357",609166,"Kingdom (Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2013,"Marvel"
"10358",606282,"Martin Helling (Earth-616)","Secret Identity","Neutral Characters","Hazel Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,"March",2013,"Marvel"
"10359",606310,"Mass (Freedom Force) (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","Red Hair","Male Characters",FALSE,"Living Characters",2,"March",2013,"Marvel"
"10360",625357,"Morrigon (Earth-616)","Secret Identity","Bad Characters",NA,NA,NA,FALSE,"Living Characters",2,"May",2013,"Marvel"
"10361",633147,"Mr. Ledbetter (Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",2,"January",2013,"Marvel"
"10362",670502,"Mycolojester (Legion Personality) (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","No Hair",NA,FALSE,"Living Characters",2,"April",2013,"Marvel"
"10363",639192,"Phlish (Earth-616)",NA,"Good Characters","White Eyes",NA,NA,FALSE,"Deceased Characters",2,"April",2013,"Marvel"
"10364",707576,"Radu (Microverse) (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,"January",2013,"Marvel"
"10365",570101,"Sergei Sorokin (Earth-616)",NA,"Neutral Characters","Green Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,"February",2013,"Marvel"
"10366",606328,"Shift (Freedom Force) (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",2,"March",2013,"Marvel"
"10367",583485,"Veritina (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","No Hair","Female Characters",FALSE,"Deceased Characters",2,"April",2013,"Marvel"
"10368",609270,"Wendigo (Omega Flight) (Earth-616)","Secret Identity","Good Characters","White Eyes","White Hair","Male Characters",FALSE,"Deceased Characters",2,"June",2013,"Marvel"
"10369",60287,"Alexander of Macedon (Earth-616)","Public Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10370",245713,"Alphonse LaGuardia (Earth-616)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10371",386902,"Arges (Earth-616)",NA,NA,NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10372",15979,"Arlise (Katar) (Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10373",19277,"Astro (Earth-616)",NA,NA,"Variable Eyes","Variable Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10374",559215,"Blow Dryer (Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10375",564770,"Charles, Prince of Wales (Earth-616)","Public Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10376",417338,"Cleve Gorman (Earth-616)","Public Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10377",580174,"Conrad Turing (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10378",73688,"Damballah (Mystic) (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10379",86617,"Dezan (Earth-616)","No Dual Identity","Good Characters","Green Eyes","Green Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10380",71131,"Eliminator (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10381",400303,"Elizabeth Lockhart (Earth-616)",NA,"Bad Characters",NA,"Blond Hair","Female Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10382",507918,"Erishkigal (Deviant) (Earth-616)",NA,"Bad Characters","Red Eyes",NA,"Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10383",192975,"Essential (Earth-616)","Secret Identity","Neutral Characters",NA,NA,"Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10384",9047,"Farallah (Earth-616)",NA,"Neutral Characters",NA,NA,NA,FALSE,"Living Characters",2,NA,NA,"Marvel"
"10385",57754,"Floyd Donahue (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10386",742295,"Francis Talbot (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10387",692366,"Herne (Earth-616)","Public Identity","Neutral Characters","White Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10388",495851,"Ilya Koblev (Earth-616)","Secret Identity","Bad Characters","White Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10389",580010,"Impercepto (Earth-616)","Secret Identity","Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10390",495852,"Ioakim Koblev (Earth-616)","Secret Identity","Bad Characters","White Eyes","White Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10391",482678,"Irham (Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10392",741788,"Jack Chain (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Grey Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10393",753522,"Jason (Inhuman) (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10394",753551,"John Eden (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10395",488774,"Karal (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10396",579660,"Lilith Moll (Earth-616)","Public Identity","Bad Characters",NA,"Auburn Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10397",749676,"Matthew Malloy (Earth-616)","No Dual Identity","Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10398",485832,"Mrs. Jones (Earth-616)","No Dual Identity","Good Characters","Blue Eyes","White Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10399",16055,"Myrn (Earth-616)","No Dual Identity","Bad Characters","Green Eyes","No Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10400",750976,"Nightfall (Earth-616)","Secret Identity","Neutral Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10401",750955,"Nocculus (Earth-616)","Secret Identity","Bad Characters","White Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10402",36525,"Omnivore (Earth-616)","Secret Identity","Bad Characters","White Eyes","No Hair",NA,FALSE,"Living Characters",2,NA,NA,"Marvel"
"10403",488773,"Peters (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10404",576187,"Ralph Fake (Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10405",299428,"Seth Waters (Earth-616)","No Dual Identity","Bad Characters",NA,"Blond Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10406",292534,"Sharra (Earth-616)","Public Identity","Neutral Characters",NA,"Black Hair","Female Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10407",750965,"Sheath (Earth-616)","Secret Identity","Bad Characters",NA,"Green Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10408",42102,"Skadi (Earth-616)","Secret Identity","Good Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10409",128247,"Slag (Slagley) (Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
